comment,label
พระพุทธองค์ทรงเมตตาก็คงจะสวดแผ่เมตตาให้กับสัตว์นรกครับสาธุ ,0
กล้าลบหลู่ไม่กลัวนรกหรือ เดี๋ยวก็จะพ้นทุกข์เตรียมตอบยมบาลให้ดูเถอะ,0
ให้มันจบที่ ม.ราชทัณฑ์ ยาวๆนานๆ,0
ขอให้ทุกคนเจริญสติให้มากๆ เพราะโลกทุกวันนี้ตกอยู่ในมือพญามาร(ตัณหา)ถ้ามีสติตั้งมั่นจึงจะพาตนหลุดพ้นบวงมารได้(ตนเป็นที่พึ่งแห่งตน),0
คนไม่รู้จักความอยากดัง สรุปคือจะต้องลบหลู่ให้ครบทั้งสามสถาบันหลักของชาติเลยใช่หรือไม่,0
ใครที่ทำอะไรเอาไว้ด้วยเจตนา ผลกรรมจะตามสนองในไม่ช้า,0
นรกมีจริงสักวันจะรุ้ว่าอะไรคือนรก อะไรคือสวรรค์คะ,0
น่าสงสารนะ คนมีกรรมหนัก มืดบอด,1
นี้มันเมืองพุทธ,0
หิวแสง,1
ช่วงนี้เพศสภาพเค้าเเรงจริงทุกวงการ เมื่อสิ่งที่น่าอายได้รับการยอมรับมากขึ้น ความผิดเเปลกจึงเป็นเช่นนี้เเล,1
ผมไม่ได้นับถือศาสนาพุทธ ก็ยังเข้าใจได้ ถ้ามีพฤติกรรมสุ่มเสี่ยงพร้อมด้วยคำพูดออกมา ผมก็ว่าไม่ใช้เรื่องที่ควรกระทำ,0
ในทางโลกผู้ไม่รู้อาจไม่ผิดหรือยกโทษได้  แต่ในทางธรรมถ้าไม่รู้รับเต็ม100% ทั้งดีและไม่ดี,0
ปรามาทพระรัตนตรัยมีโทษหนัก,0
ไม่มีผู้มีศรัทธาในศาสนา กล้าทำล้อเลียนศาสนาตัวเองหรอก ,0
สังคมไทยกำลังเข้าสู่ยุคเสื่อม คนบางคนสมัยนี้ไม่นับถืออะไรนอกจากตัวเอง เอาตัวเองเป็นที่ตั้ง อ้างสิทธิ์ของตนจนบางทีก็ข้ามมาสิทธิ์ของคนอื่น ,0
ว่าแล้วต้องมีดราม่า เอาอะไรคิดให้ทำแบบนี้นะสมเพสจริง,0
สรุปกำลังดังแล้วก็ดับ ,0
เตรียมตัวเตรียมใจได้เลย หลังจากนี้ชีวิตท่านจะวิบัติแน่นอน เห็นมาเยอะ,0
มนุษย์ปัจจุบันหาทางพ้นทุกข์  แต่กลับบางคนหาทางไปถึงทุกข์ นรก นรก นรกกินกระบาด,0
เมื่อก่อนเคยดูช่องของนาง ตั้งแต่รู้ว่านางเป็นพวกชังชาติก็เลิกติดตามไปเลย,1
วันฮาโลวีนมันไม่ใช่วัฒนธรรมของคนไทย แต่คนไทยไปรับเอาวัฒนธรรมชาติของเขามาเยอะ,0
วิปริตไปหลายอย่าง,1
แค่ล้อเลียนพส.สองเพื่อนสาวก็พอมั้ง,1
นี่เอาถึงศาสดาเลย  แม้จะอ้างเสรี แต่นี่คือเมืองพุทธนะ,0
อีกอย่างถ้าเสรีจริงลองไปทำกับศาสนาอื่น,0
เดี๋ยวก็จะได้รู้,0
สมเพชชิบหายเลยค่ะ 55555,1
ตรรกง่าย ๆ ไม่นับถือ คือไม่เข้าไปยุ่งกับเค้าจะดีกว่า ,0
หว่านเมล็ดพืชลงดินเช่นไรย่อมได้ผลเช่นนั้น ,1
แค่คิดประตู นรก ก็เปิดรอแล้วนี่ทํารอเลยว่าลงแน่,1
ยุคตกต่ำที่สุดนี้ 3นิ้วเชิดชู,1
สาวประเภทสองสามารถทำอะไรอีกได้เยอะกว่านี้,0
ไม่รู้จักแยกแยะ ผิดชอบชั่วดี อะไรควรไม่ควร ชีวิตมึงอาจจะถึงคราววิบัติก็ได้ มึงจำใส่กะโหลกไว้เลย ,1
ไม่ว่าศาสนาใดๆคุณก็ไม่ควรเอามาทำคอนเท้นต์ ไม่ต่ำตมจริงทำไม่ได้แบบคุณนะ,1
ที่ทำนี้มันทำให้คนรุ่นใหม่เข้าใจพระพุทธศาสนาด้านไหนครับ วาจาไม่ลบหลู่ ,0
เลวระยำจริงๆๆมันมีความเป็นคนใหมสุดของคนระยำ,1
ในยุคสมัยที่การสื่อสารมันง่ายดาย พวกบ้าๆบอๆก็ใด้โอกาสปล่อยของ,1
จะตกนรกยังไม่รู้สึกตัวอีก,1
คนจะตกนรก ช่วยไม่ได้จริงๆ,1
สัตว์โลกเป็นไปตามกรรมเสมอ,0
โอแม่เจ้าชั่งกล้าทำเนาะเด็กสมัยนี้ไม่กลัวบาปกรรม,0
อย่าพูดเลยว่านับถือศาสนาพุทธ การแสดงออกบอกยืนเด่นชัด กว่าคำพูด นรก มีจริง,0
คนที่จิตใจปกติ เค้าจะไม่ไปล้อเลียน ศาสดา ของคนอื่นที่เค้าเคารพศรัทธา ,0
อยากดัง ในทางที่ผิด,0
ลบหลูผู้อื่น ระวัง ตายโหง,1
ทุกคนย่อมเป็นไปตามกรรม ด้วยกาย วาจา ใจ,0
เวร เลียนแบบ ลบหลู่ กรรมจะตามทัน,0
ทำไมคนปัจจุบันเป็นแบบนี้,0
จิตใจต่ำทราม ทำแล้วก็ต้องรับผลที่ตามมานะ,1
สงสารบิดามารดาเขาจัง สู้ทำความดีมาทั้งชีวิตโดนลูกทำแบบนี้ จบเลย,0
เด็กสมัยใหม่มีการเรียนการศึกษาที่ดี แต่ไม่คิดเลยว่าเรียน ยังไง ถึงมีพฤติกรรมและการกระทำแบบนี้,0
พูดแหม่งๆ ว่าอยู่ที่การมอง แต่ตัวเองจะทำอะไรยังไงก็ได้ เฮ้ย ภ้างั้นอย่าโวยกับผลที่ตามมาละกัน,0
โอ้ยยยย เธอหนอเธอ เล่นอะไรไม่รู้เรื่อง รอดูชีวิตเธอเลย มีนรกเป็นที่หมาย,0
กรรมใดใครก่อมีสิ่งอื่นมีทำไมไม่ทำมันทำให้หดหู่ใจคนสมัยนี้ทำได้ถึงขนาดนี้แล้วหรือนรกหนอ,0
ชาวพุทธไม่เคยเสื่อมศรัทธาในพระพุทธศาสนาแต่จิตใจคนที่,0
มีกิเลสและความโลภ,0
ทำให้ศาสนาเสื่อมลงไปทุกวัน,0
กรรมจากเพศสภาพยังหนักไม่พอ,1
อย่าไปให้ค่าพวกนี้ไมมีใครอะไรพวกนี้ไม่เกินสองสามวันเงียบยิ่งไปให้ค่ายิ่งได้ใจทำทำใหญ่,1
สาวสองสยองไม่ต่างกับคนต่างด้าว,1
ขอสาปให้กรรมตามสนองมันเร็ววัน สาธุ,1
เกิดมาจิตวิปริตแล้วเกิดแก่เจ็บตายไม่ได้ว่าคนเราจะอยู่จนแก่กันทุกคน,1
อยู่ดีๆ ก็หาเรื่องให้โดนด่า,1
อยู่ในยุคที่ผู้คนไร้ศีลธรรม จิตใจคนมีแต่ต่ำช้าลงทุกวัน,0
เลือกปฏิบัติเอง ก็จงรอรับผลของกรรมที่ปฏิบัตินั้นเองเถิด สาธุ,0
เธอจะทำกรรมคือการกระทำๆอะไรก็ได้สิ่งนั้นพระพทุธเจ้าท่านตร้สไว้เห็นผิดเป็นชอบผลแห่งกรรมสาธุ,0
เราเป็นคนรุ่นใหม่คนหนึ่งยังมองว่าไม่เหมาะสมเลย,0
ชื่อเสียงตั้งอยู่แล้วดับไป อนิจา,0
อยู่ดีๆหาเรื่องให้คนด่า  เรื่องแกงคนก็ยังไม่ลืมนะ เคยติดตามนางตอนนี้วันนี้เลิกขาด,1
มันจัญไรสุดๆแล้วหิวแสงอยากดังหาชื่อเสียงใส่ตัวเองทั้งนั้นวัวควายยังรู้ภาษาดีกว่า,1
ไม่นับถือ อย่าล้อเลียน,0
ขอให้นายคนนี้ มีอันเป็นไปด้วยเถอะไม่สมควรทำในทุกศาสนา ไปล้อเล่นกับความศรัทธา เลื่อมใสของผู้คนไม่ควรทำ,1
เวรกรรมจริงๆ,0
คนที่เข้าใจพุทธศาสนาเขาไม่ทำกันหรอก,0
นับวันมันยิ่งจิตใจต่ำตมพวกคนยุคใหม่มันไม่มีสิ่งศักด์สิทธ์ในใจมันเลย เลวจริงๆ,1
ถ้าล่วงเกินศาสนามุสลิมทำแบบนี้..มึงไม่ได้ตายดีแน่ๆ,1
ที่อเมริกาเเต่งพระเยซูยังไม่มีคนว่า คือต้องเเต่งพุทธใช่ไหมทัวร์ถึงลง,0
ทุกวันนี้มีกรรม ที่เป็นแบบนี้แล้ว ยังไม่คิดทำความดีอีก ก็รับกรรมที่ก่อไว้ละกัน แผ่นดินกำลังคัดคน,0
มันเกิดอะไรขึ้นบนโลกใบนี้นับวันยิ่งแยกแยะไม่ได้ ถึงผิดชอบชั่วดี,0
เมื่อความบ้ามาเยือน ต่อไปคงบ้าจริงๆ รอดูกันต่อไป,1
เชื่อมากๆว่ารุ่นลูกรุ่นหลานต่อๆไปคงไม่มีแล้วล่ะศาสนาเรา,0
สงสัยหล่อนคงเป็นมนุษย์ต่างดาวจึงไม่รู้เรื่องบาปกรรมหัวสมองเหมือนบัวอยู่ใต้โคลนตมยังไม่ได้ผุดออกมาพ้นน้ำเป็นอาหารของพวกสัตว์ที่อยู่ใต้น้ำถึงทำได้ขนาดนี้หน้าเวทนา,0
ปลอม วิปริตได้ ,1
กรรมเกิดจากการกระทำเจตนา เมื่อผลกรรมตามมาถึงก็ชดใช้กันไป,0
เอาอะไรคิด?,0
มึงทำแบบนี้มึงทำไปทำไม,1
ใช่ครับ รับไม่ได้ครับ,0
คนแต่งตัวไม่ได้เข้าใจและเรียนรู้พระพุทธศาสนาเลย  แค่พุทธตามบัตรประชาชนใช่ไหม หรือไม่มีศาสนา,0
หิวแสงก็ยอมรับ จบ,1
เสรีเกินเหตุ หนักแล้ว คิดเข้าข้างตัวเองล้วนๆ,0
คุณทำอะไรไว้ กรรม ย่อมย้อนเข้าตัวเอง ระวังนะ ถ้าคุณยังนับถือพุทธ แต่ถ้า ไม่ก็ตามนั้นนะ,0
แต่งยังระวังน่ะครับ ปรับ 2000 แต่ตอนนี้ 10000 น่ะ,0
ไม่ว่าจะศาสนาได หากผู้กระทำรู้อยู่แล้วว่าตัวเองเอาเรื่องเกี่ยวกับศาสนานั้นมาทำให้เหล่าผู้คนมี่เลื่อมไสในศาสนานั้นมี่ความรู้สึกไม่ดีก็ยังทำนั้น ถือว่าบุคคลนั้นจิตใจทรามมาก,0
คิดเข้าข้างตัวเอง ทุกเรื่อง ว่าสิ่งที่ทำน่ะถูก ไม่ดูถูกคนดู แต่คนดู น่ะ  ดูถูกคุณ นรกๆๆๆๆ,0
ยิ่งนานวันยิ่งเลอะเทอะ เละเทะกันไปใหญ่ สนุกสนานกันจัง,0
ยังมองอะไรไม่เห็น ใจไม่เห็นมืดดำไปหมด คิดว่าสิ่งที่ทำมันถูกแล้ว,0
คิดอะไรมาก การปลงได้ จะทำให้เราเจริญ,0
ถ้าเรามีจิตใจดีเห็นคนชั่วเราไม่ชอบไม่ทำตามไม่สนับสนุนแล้วก็ปลงได้ เขาก็จะเป็นอะไรทำอะไรก็ปล่อยเขาไป ,0
ใครอยากทำชั่ว ใครสนับสนุนคนที่เราไม่ชอบ ก็ได้แต่ปลง สุดท้ายเราจะมีความสุขกับสิ่งที่เราปลงได้ นรกนะ ใครเขาจะเลือก ใครเขาจะลงเราไปห้ามเขาไม่ได้,1
อีกหน่อยเข้าพรรคสามกีบแน่..นโยบายเลวเหมือนกัน,1
มันหมิ่นด้อยค่า,1
กรุณารับยาศรีธัญญาด้วย,1
ทำไมถึงเลวขนาดนี้,1
ทำไมน้องทำแบบนี้ล่ะครับ  มันไม่เป็นผลดีกับน้องแน่ๆ,1
เยซูโดนมาเยอะ55,0
สมองคิดได้แค่นี้ทุกอย่างที่ทำก็เพื่อเงิน,0
ทำหายอดคนดู ตามเคย ยิ่งด่ายิ่งดัง,0
พวกจิตวิปริตวิตถาร ไม่ว่าศาสนาไหนเขาก็ไม่ยอมรับ ศาสนาพุทธจริงๆแล้วไม่ให้บวช ศาสนาคริสต์เรียกพวกนี้ว่าคนบาป ไม่รู้อะไรควรไม่ควร,1
ดูต่อไป จุดจบตัวพวกนี้จะเป็นไง,0
รับไม่ได้ ย่ำยีจิตใจชาวพุทธ หน่วยงานรัฐจัดการด่วน,0
ทุกวันนี้คนจะไปนรกเยอะ ถึงเวลารับกรรมชั่วเองก่อเองใครๆก็ช่วยไม่ได้,0
ถ้าได้รับผลกรรมแล้ว ช่วยบอกให้ทุกคนรู้ด้วยว่าทำกรรมอะไรไว้,0
เสื่อมทรามทางความคิด ทัศนคติแสดงถึง การขาดวุฒิปัญญาไม่สามารถ แยกแยะว่า ดี ชั่ว ถูก ผิด อะไรควรหรือไม่ควร ,0
มารศาสนาตัวจริง,1
ศาสนาใดๆก็ไม่ควรจะเป็นนับถือนะคนอย่างนี้มีแต่จะทำให้ศาสนามัวหมอง,0
ถุกใจเจ้าแต่ไม่ถุกต้องค่ะ กรรมมีจริง,0
ขออย่าให้ได้เจอะได้เจอคนเปรตแบบนี้เลย,0
ปากก็พล่ามแต่โดยริดรอนสิทธิ์ แต่การกระทำของพวกมันใช้สิทธิ์จนละเมิดคนอื่นไปทั่ว แม้แต่พุทธศาสนาที่แม้แต่ฝรั่งที่พวกมันคลั่งเองยังศรัทธา,1
มันสอนคนรุ่นใหม่กันแบบไหน,0
มาแนวเดียวกับคุณที่จะกระโดดถีบคนใส่รองเท้าแตะ ขอโทษ คาดไม่ถึง แล้วก็เงียบ,0
น่าสังเวช..ใจ  กับความคิดของคนคนนี้,0
ฟ้องมันซิทำให้เสื่อมเสียศาสนา,0
นรกนั้นมีอยู่จริงทำตัวเองแท้ๆ,0
ถึงยุคเปรตแล้ว คิดอะไรแฝงๆ,1
ปล่อยไปเหอะ,0
ไม่เห็นโลงศพไม่หลั่งน้ำตา,0
นรก กำลังถามหาแล้ว ปล่อยไปเถอะ จิตใจจะสูงจะต่ำ อยู่ที่ทำตัว,1
นางคงเปิดกระโหลกแล้วตบซ้ำ,1
กิเลส,1
คนเลวย่อมได้รับผมแห่งการกระทำ อย่างเร็วที่สุด,0
มันใช่เรื่องหรือไง  บาป นรก  ,0
คนบ้าเริ่มเยอะขึ้นทุกวัน ยุ่งแล้วครับประเทศไทย,0
เพราะงี้ไงคนรุ่นใหม่เลยไม่อยากนับถือ,0
ชาวพุทธไทยไม่ต่างอะไรกับปีศาจที่คอยเบียดเบียนผู้อื่นเลย,0
เสียชื่อเสียงสาวสองหมด ,1
การแต่งแบบนี้อาจจะไม่ผิดตามหลักคำสอนแหล่ะ แต่ต้องไม่ใช่ที่ไทยนี่ และวิธีนำเสนอมีอีกถมไป ,0
อย่าถืออ้างเรื่องเสรีภาพจะคิดทำอะไรเกี่ยวกับเรื่องความเชื่อ ศาสนา อะไรก็ได้ มันเป็นเรื่องละเอียดอ่อนมาก ,0
มันคืออมนุษย์ที่ศาสนาไม่รับ,1
อัปลักษณ์ที่จิตใจ,1
ไม่มีอะไรทำหรอครับ อยากลงนรกขุมที่ลึกที่สุดใช่มั้ยครับ,0
ถ้าเคารพพระพุทธเจ้าจริงๆก็จะไม่ทำอย่าอ้าง,0
มันคิดได้ไงวะไม่รู้ว่าจะเอาอะไรมาเปรียบเทียบเลยจริงๆ,0
พวกจิตไม่ปกติเริ่มแสดงออกมาทีละตัว,1
สมองด้านดีมีนิดเดียว นอกนั่นไปหมดเลย แถๆ ไม่รู้จักอันไหนควรไม่ควร,1
ถ้าเป็นบางศาสนาคนนี้อาจคอขาดแล้วดูหมิ่นเหยียดหยามศาสนา,1
พ่อแม่ไม่สั่งสอนไม่ต้องบอกก้อรู้ว่าความคิดระยำแบบนี้สามกีบชัวส์ใครคิดเหมือนกระผมบ้าง?,1
คนมีปัญญาเขาไม่ทำกันหรอก,0
จัญไร มาก  ศาสดาของศาสนาใดๆก็ไม่ควรไปเลียนแบบหรือทำตัวให้คล้ายคลึง  ทำแบบนี้สมควรโดนด่า ๆๆๆ,1
จิตมันวิปริต,1
ก่อนที่จะทำอะไรควรขออนุญาตและปรึกษาผู้มีหน้าที่เกี่ยวข้องก่อน และควรมีความรับผิดชอบต่อส่วนรวมด้วย,0
หัวใจข้าเจ็บปวดยิ่งนัก,0
ป่วยจิตอ่อนกะไปหมอเอาเด้อคะคนทุกวันจิตป่วยหลายๆรูปแบบ,0
สิ้นคิด,1
เด็กคนนี้เอาสมองส่วนไหนคิดมีสิ่งดีๆทำตั้งเยอะ,1
ชอบดังกันทางแย่ๆเนอะ,1
มีทุกอย่างให้แต่ง แต่เลือกแต่งชุดที่อยากให้เป็นประเด็น เหยียบความเชื่อคนอื่นขึ้นมาให้ดังเพราะไร้ความสามารถ,1
โดนยกทั้งโคตร,0
อยากถามคุณว่าคุ้มค่าแล้วหรือกับการทำแบบนี้,0
นี่สะท้อนถึงความอ่อนแอของศาสนา,0
ทำไมคนเราเสื่อมลงๆๆๆทุกวัน ,1
ไม่รุ้จักอะไรควรไม่ควร สูงต่ำทำแล้วแก้จัดให้หนักหน่อยคนประเภนี้,0
คนไทยเป็นอะไรกันไปหมดว่ะเป็นห่วงประเทศชาติจัง,0
ดูแล้วปวดใจจริง,0
พฤติกรรมกับชื่อเหมาะสมกันดีครับ,0
เอาให้หนัก,0
จัดการให้หนักๆเลยได้มั้ยครับ,0
หน้าตาแต่ละคนเหมือนโจรนี่เหรอนักเรียนเอาพ่อแม่มารับผิดชอบด้วย,0
ชั่ว จับให้หมด,1
ชายแดน วันๆ สร้างแต่เรื่องให้บ้านเมือง,0
วุ่นวาย เลวจริงๆ ,1
อายุ 22 ปี ติดคุกได้เสียอนาคต สมควรแล้ว พ่อ แม่คงมีใจสนับสนุน มันถึงเลวทรามได้แบบนี้ แล้วจะมาเปลี่ยนประเทศ,0
ลำพังเด็กมันไม่คิดทำขนาดนี้หรอก มันมีคนชักใยแน่นอน,0
หน้ากับนิสัย ทิศทางเดียวกันเลย เลวววว กฏหมายจัดการได้หนักขนาดไหนคะเนี่ยอยากรู้,1
เลวระยำไม่มีสิ้นสุด,1
กฎหมายอ่อนแอปล่อยจนเหิมเกริมไปเลื่อยถ้าจัดการกับพวกมันจริงๆจังๆก็น่าจะจบตั้งนานแล้ว,1
พอจับมันได้ เด่วมันก็บอกรู้เท่าไม่ถึงการ สันดานคนทำผิด,0
มันเป็นละครที่มีคนจัดขึ้นต้องสืบจับยกแก๊ง,1
หากละเมิดหรือทำผิดกฏหมายฯ อย่าให้เหิมเกริมมากไปกว่านี้ สังคม ประเทศชาติจะสงบสุขได้ ต้องเข้มงวดในการบังคับใช้กฏหมายอย่างจริงจังและเด็ดขาด,1
ไม่น่าใช่นักเรียนแล้ว ขึ้นศาลก็ไม่ใช่ศาลเยาวชนแล้ว,0
น่าจะจับเข้าคุกให้หมดพวกเลวระยำ,1
ไอ้พวกเลวหนักแผ่นดินขอให้ตำรวจจับไปคุมขังให้หมดอย่าปล่อยออกมาทำเรื่องชั่วๆ,1
ทำไมมึงไม่เอาไปคลุมพ่อแม่พี่น้องมึงเรียกร้องแต่สิทธิ์ไม่คิดจะทำอะไรให้เป็นประโยชน์มึงอยากเสรีมึงก็ไปอยู่ประเทศอื่น,0
จัดมันหนักเลยค่ะ คงจะเลวจริงดังชื่อ สงสารครอบครัว,1
นี่หรือคนรุ่นใหม่ที่บอกอยากเปลี่ยนประเทศ,0
ประทศไทยุโถดถอยอย่าปล่อยไห้คนชั่วลอยนวล คนดีจะไม่มีที่ยืน,0
ไม่จัดการให้มันจบเสียที่,0
อยากเรียกร้อง แต่ทำสิ่งเลวๆ เริ่มเลวๆจะได้ดีได้ยังไง,0
ประเทศชาติ จะยังไงถ้ามีเยาวชนแบบนี้  แต่ผมดีใจที่ยังมีนักเรียนดี มีมากกว่า  แต่ผมเภาวนาให้อนาคตต่อไปให้นักเรียนดี มาบริหารประเทศ ,0
เราเป็นคนไทย รักประเทศไทยมาก แต่ทำไมถึงมีแต่อะไรๆที่แปลกๆและไม่ดีเกิดขึ้นในบ้านเมืองเราบ่อยๆ,0
ประเทศเราประนีประนอมมากไปจึงเป็นเช่นนี้ นี่ถือเป็นเหตุแห่งการปรับปรุงกฎหมายได้แล้ว เพื่อความสงบสุขของคนส่วนใหญ่ของประเไทศ,0
อันนี้มันก็แล้วแต่จิตสำนึกของแต่ละคนว่ามีสามันสำนึกมากน้อยแค่ไหน ,0
คงต้องมีมาตรการจัดการ ผู้ที่รับผิดชอบร่วมกันคิดหาทางหน่อยคงจะดี ,0
ต้องมีกฎหมายควบคุมทุนต่างชาติที่มาแทรกแซงการเมืองไทย,0
ลักษณะของ 3 กีบ,1
พูดเอาดีใส่ตัว เอาชั่วใส่คนอื่น,1
พูดความจริงไม่หมด บิดเบือน,1
ประเทศไทยไม่เคยกีดกั้นเรื่องเพศ พ่อแม่และครอบครัวก็ให้ความเข้าใจกับลูกๆ ประเทศไทยเป็นประเทศที่นำหน้าเรื่องการแปลงเพศ,0
เด็กๆ ถูกล้างสมองจากคนกลุ่มหนึ่งที่หวังผลประโยชน์โดยไม่คิดถึงอนาคตของเด็กๆ อนาจใจจัง,0
มีหลักฐานขนาดนี้ ก็จัดการให้เด็ดขาดสิครับ ไม่ต้องอ้างว่ายังเยาวชนหรอกครับ,0
พวกนักเรียนเลวอย่าให้พวกกะเทยดีๆที่รักชาติและสถาบันออกมานะไม่งั้นมีหนาว,1
การรู้จัดมารยาททางสังคมรู้ว่าควรทำอะไร หรือไม่ควรทำอะไร ,0
อย่าสนับสนุนค่ะ ไม่ว่าจะทางใด เอารายชื่อ เลขที่บัตรประชาชน บล็อกทุกทาง,0
อย่าให้เป็นเยี่ยงอย่างค่ะ,0
มันไม่เกี่ยวกับการศึกษาเลย  ยิ่งทำแบบนี้ยิ่งโดนสังคมต่อต้านและรังเกียจ เพราะเค้าจะมองว่าเป็นพวกตัวปัญหา ,0
เหมือนเด็กเสพยา เห็นมันไปทุกกิจกรรม ,1
นักเรียนเลว เลวมากๆ จริงๆ,1
แนวความคิดและพฤติกรรมน่าสะอิดสะเอียน,1
คนดีสวดมนต์ทำบุญบ่อยๆ ขอให้คนทำดีจงปลอดภัย,0
สัตว์โลกย่อมเป็นไปตามกรรม คนดีจัดการคนเลวไม่ได้ สุดท้ายต้องให้ธรรมชาติกวาดล้างไปลงหลุม ทุกอย่างเกิดขึ้น ตั้งอยู่ และดับไป,0
จับมันไปยิงทิ้งให้หมดพวกไม่มีค่าอะไร55555,0
ประเทศไทยต้องใช้กฎหมายแบบมาเลถึงจะเอาอยู่ ไม่ใช่ปวกเปียกอย่างที่เป็นอยู่,0
ตัวอย่างที่ไม่ดีในสังคม สร้างค่านิยมที่ให้โทษ,0
เสียดายอนาคตจังเลย ,0
ทำไมนักเรียนปัจจุบันมันเลวเหี้ยถึงขนาดนี้ทุเรศไม่มีความอายขายหน้าถึงพ่อแม่วงค์ตระกูล  ต้องใช้กฏหมายให้เฉียบขาดจริงจังโดยไม่มีข้อยกเว้นถ้าผิดครับ,1
มันเลวตามชื่อยกแกงค์ ไม่รู้จักที่ต่ำที่สูง ความต้องการเรื่องเดียวคือเรื่องทางเพศเท่านั้น พ่อแม่ควรต้องออกมารับผิดชอบ มีลูกแบบนี้,1
อะใรที่บอกว่าเลวสังคมยอมรับอยู่แล้ว ถ้าคิดว่าตัวเองมีดีก็แสดงให้สังคมเห็นสิ ไม่ใช่แสดงใด้แต่ความถ่อย,1
มันแฝงตัวที่ใหน  มันสายเลือดเดียวกัน ชาติชั่ว เหมือนกันหมด,1
อายชาติอื่นๆที่อยู่ใกล้ๆนะ,0
จัดให้หนักสมกับที่มันเลวจริงๆ,1
ยุคโจรครองเมืองก็อย่างนี้ละ,1
ขอให้ชีวิตมีแต่ถอยหลังไปจนชั่วชีวิต,1
จัดการจับให้หมดครับ,0
ขยะสังคม,1
ไม่จัดการมันจริงๆจังๆสักที พวกมันก็ไม่กลัวหรอก มันยิ่งได้ใจ ต่อไปมันจะทำมากกว่านี้ แล้วจะควบคุมไม่อยู่,0
เอาจริงจริงสักทีกฎหมาย,0
มันไม่แปลกหรอกที่คนชั่วจะมั่วสุมกับคนเลว,1
พวกเด็กน้อยพวกนี้ จะไม่มีกฏระเบียบอยุ่ในจิตใต้สำนึกเลยหรอ ห่วงอนาคตชาติจริงๆ,1
ใช้ให้ทหารจัดการกับพวกมันไปเลยครับ,0
คนชั่วกับคนเลวมันก็พวกเดียวกัน,1
พฤติกรรมเหมาะสมกับชื่อกลุ่มมากๆเลวจริงๆ,1
จับมันเข้าคุกไปเลย,0
วิชาความรู้ไม่ได้ช่วยให้มีความเป็นคนเลยหรอ,0
จัดให้หนักเลย,0
ถ้าเมตตาเกินประมาณ จะพบคนพาลทั่วเมือง,0
สิทธิบ้าบอคอแตกอะไร สิ่งที่ทำคือเรื่องชั่วๆทั้งนั้น มันเป็นสิ่งไม่ควรทำ,0
ประเทศกูทำไมถึงเป็นแบบนี้,0
โรคจิตแน่ๆธรรมชาติสัมผัสแบบนี้มีอารมณ์แข็งเลย,1
มนุษย์ต้องมีความละอาย ในการกระทำที่ขัดศีลธรรม  ,1
ไม่ละอายใจตัวเอ็งสักนิดเลย ไม่ใช่หมา,1
ทำไมทำแบบนี้   หมดศรัทธา เลย,1
ไม่รู้สึกผิดชอบชั่วดี,1
จังไรมากๆๆ ,1
ไอ้นี้มันจิตจริงๆ คลิปนี้น่าเกลียดมาก,1
ที่ทำกับลูก ขนาดนี้ดูออกเลยว่ามันจิต,1
จะอาเจียน,0
ศีลธรรมหายไปจากใจสัตว์มนุษย์,0
อนาจารชัดๆ,1
พูดจาไม่เพราะเลย,1
โรคจิตๆๆๆ,1
เอามันไปหาหมอ,0
น่าเกลียดจริงๆนะ,1
ดูเขาเป็นคนนิสัยดีน่ะครับ เป็นกำลังใจให้น่ะครับ ทำอะไรจะเป็นอะไร ไม่เดือดร้อนใครทำแล้วมีความสุข ,0
เลิกให้การสนับสนุนคนนี้เถอะ,0
ด่าคนอื่นแล้วขอโทษ,0
มั่น,1
บัวใต้โคลน,0
ทำสันดารถ่อยๆ,1
ควรพบจิตแพทย์นะ,1
ไม่ชอบนางเลยอ่ะ,1
อย่าทิ้งกันนะรักกันนานๆ ความรักเป็นสิ่งที่สวยงามไม่ว่าจะเพศไหนก็รักกันได้,1
ใช่ๆ ทุกคนเท่าเทียมกันหมดความรักก็เช่นกันไม่ว่าจะเพศไหนก็รักกันได้ ,0
ความรักมันไม่มีขอบเขตจริงๆ,0
ขอให้คุณทั้งสองคนรักกันนานๆ,0
ความรักไม่มีขอบเขตุมันอยู่ที่คน2คนเข้าใจกันคบกันแล้วสบายใจ,0
ไม่ได้ไปเดือดร้อนกับใคร,0
ไม่ว่าจะเพศไหนมันก็มีความสุขทั้งนั้นแหละครับชีวิตเรา,0
เก่งมาก รู้เรื่องประชาธิปไตย สิทธิ เสรีภาพ,0
มันเป็นสิทธิของคุณ ผมไม่ขอก้าวก่าย,0
จะเพศไหนก็ชั่งเถอะครับขอให้รักกันจริงๆก็พอ,0
ความรักไม่ว่าเขาจะเป็นหญิงหรือชาย อยู่ด้วยความรักอยู่ด้วยใจ ให้กัน รักกัน ผมขอให้สมหวังรักกันตลอดไป ครับ,0
สายเหลือง ขี้,1
พวกผิดเพศ ตกนรกแน่,1
จะเป็นอะไรก็ชั่งความรักคือสิ่งสวยงามจ้า,0
อย่าออกตัวเยอะ ค่อยๆไป,0
ชื่นชมคะ,0
จัดไปสายเหลือง อย่าได้เเคร์สื่อ ,1
รักกันไปนานๆนะคะ,0
อย่าอยู่เพื่อแคร์คำพูดคนอื่นครับ มันจะไม่มีความสุข,0
แฟนสวยนะครับ,0
รู้สึกถึงยุคใหม่ สู้ต่อไปครับ เวลาจะเยียวยา จริงๆ,0
